"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","reps_group","reps_all","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type"
"356","7ACC0B75","P2","177","static","happiness",00:16:54,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"multiviewchart","profile_all_columns7_7ACC0B75happiness, data_dictionary,",00:16:54,00:14:10,00:33:10,19,1140,164,164,FALSE,"multiviewchart","multi-view chart","CHART"
"357","7ACC0B75","P2","189","static","happiness",00:17:39,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:17:39,00:14:10,00:33:10,19,1140,209,209,FALSE,"profile","profile","CHART"
"358","7ACC0B75","P2","166","static","happiness",00:18:00,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]",NA,FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:18:00,00:14:10,00:33:10,19,1140,230,230,FALSE,"profile","profile","CHART"
"359","7ACC0B75","P2","182","static","happiness",00:18:09,"FALSE","DATASET","variable metadata",NA,FALSE,"multiviewchart","profile_all_columns7_7ACC0B75happiness, data_dictionary,",00:18:09,00:14:10,00:33:10,19,1140,239,239,FALSE,"multiviewchart","multi-view chart","CHART"
"360","7ACC0B75","P2","175","static","happiness",00:20:44,"FALSE","PROCESS","representation comment",NA,FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:20:44,00:14:10,00:33:10,19,1140,394,394,FALSE,"profile","profile","CHART"
"361","7ACC0B75","P2","172","static","happiness",00:21:00,"FALSE","DATASET","data size",NA,FALSE,"none",NA,00:21:00,00:14:10,00:33:10,19,1140,410,410,FALSE,"none","NONE","NONE"
"362","7ACC0B75","P2","165","static","happiness",00:21:25,"FALSE","DATASET","missing data",NA,FALSE,"dataframe","group_by_country1_7ACC0B75happiness,",00:21:25,00:14:10,00:33:10,19,1140,435,435,FALSE,"dataframe","TABLE","CODE"
"363","7ACC0B75","P2","179","static","happiness",00:25:55,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"multiviewchart","profile_all_columns7_7ACC0B75happiness, data_dictionary,",00:25:55,00:14:10,00:33:10,19,1140,705,705,FALSE,"multiviewchart","multi-view chart","CHART"
"364","7ACC0B75","P2","178","static","happiness",00:26:03,"FALSE","VARIABLE","distribution outlier (variable)","distribution  (continuous)",FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:26:03,00:14:10,00:33:10,19,1140,713,713,FALSE,"profile","profile","CHART"
"365","7ACC0B75","P2","183","static","happiness",00:26:54,"FALSE","VARIABLE","distribution outlier (variable)","distribution  (continuous)",FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:26:54,00:14:10,00:33:10,19,1140,764,764,FALSE,"profile","profile","CHART"
"366","7ACC0B75","P2","171","static","happiness",00:27:07,"FALSE","VARIABLE","distribution outlier (variable)","distribution  (continuous)",FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:27:07,00:14:10,00:33:10,19,1140,777,777,FALSE,"profile","profile","CHART"
"367","7ACC0B75","P2","184","static","happiness",00:33:10,"FALSE","PROCESS","representation comment",NA,FALSE,"dataframe","check_na3_7ACC0B75happiness,",00:33:10,00:14:10,00:33:10,19,1140,1140,1140,FALSE,"dataframe","TABLE","CODE"
"368","7ACC0B75","P2","164","ixn","space",00:48:15,"FALSE","VARIABLE","distribution range [min, max]",NA,FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:48:15,00:48:15,00:54:43,6.5,388,0,0,FALSE,"profile","profile","CHART"
"369","7ACC0B75","P2","170","ixn","space",00:48:20,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:48:20,00:48:15,00:54:43,6.5,388,5,5,FALSE,"profile","profile","CHART"
"370","7ACC0B75","P2","176","ixn","space",00:48:32,"TRUE","VARIABLE","distribution outlier (variable)","distribution  (continuous)",FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:48:32,00:48:15,00:54:43,6.5,388,17,17,FALSE,"profile","profile","CHART"
"371","7ACC0B75","P2","181","ixn","space",00:49:32,"FALSE","VARIABLE","distribution outlier (variable)","distribution  (continuous)",FALSE,"dataframe","FoodCourt_max1_7ACC0B75space, filter_FoodCourt_max1_7ACC0B75space,",00:49:32,00:48:15,00:54:43,6.5,388,77,77,FALSE,"dataframe","TABLE","CODE"
"372","7ACC0B75","P2","173","ixn","space",00:50:13,"TRUE","DATASET","missing data",NA,FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:50:13,00:48:15,00:54:43,6.5,388,118,118,FALSE,"profile","profile","CHART"
"373","7ACC0B75","P2","186","ixn","space",00:50:40,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:50:40,00:48:15,00:54:43,6.5,388,145,145,FALSE,"profile","profile","CHART"
"374","7ACC0B75","P2","169","ixn","space",00:51:30,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:51:30,00:48:15,00:54:43,6.5,388,195,195,FALSE,"profile","profile","CHART"
"375","7ACC0B75","P2","185","ixn","space",00:52:06,"TRUE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"profile","profile_all_columns8_7ACC0B75space,",00:52:06,00:48:15,00:54:43,6.5,388,231,231,FALSE,"profile","profile","CHART"
"376","7ACC0B75","P2","188","ixn","space",00:54:43,"TRUE","RELATIONSHIP","relationship range constriction","relationship (multivariate)
",FALSE,"scatterplot","age_CryoSleep_ShoppingMall_vs_HomePlanet_composed1_7ACC0B75space,",00:54:43,00:48:15,00:54:43,6.5,388,388,388,FALSE,"scatterplot","scatterplot","CHART"
"377","92ghd48xe","P4","250","static","happiness",00:15:01,"FALSE","DATASET","data provenance",NA,TRUE,"dataframe","df_92ghd48xehappiness,",00:15:01,00:15:01,00:37:10,22.1,1329,0,0,FALSE,"dataframe","TABLE","CODE"
"378","92ghd48xe","P4","258","static","happiness",00:16:34,"FALSE","RELATIONSHIP","relationship existence / non-existence",NA,FALSE,"dictionary","data_dictionary,",00:16:34,00:15:01,00:37:10,22.1,1329,93,93,FALSE,"dictionary","TABLE","CODE"
"379","92ghd48xe","P4","285","static","happiness",00:16:44,"FALSE","PROCESS","plan of action",NA,FALSE,"info","df_info_1_92ghd48xehappiness,",00:16:44,00:15:01,00:37:10,22.1,1329,103,103,FALSE,"info","TABLE","CODE"
"380","92ghd48xe","P4","272","static","happiness",00:19:52,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"lineplot","alx_lineplot_year_average_happinessscore_92ghd48xehappiness,",00:19:52,00:15:01,00:37:10,22.1,1329,291,291,FALSE,"lineplot","lineplot","CHART"
"381","92ghd48xe","P4","249","static","happiness",00:20:48,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"lineplot","alx_lineplot_year_average_happinessscore_92ghd48xehappiness,",00:20:48,00:15:01,00:37:10,22.1,1329,347,347,FALSE,"lineplot","lineplot","CHART"
"382","92ghd48xe","P4","243","static","happiness",00:21:06,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",TRUE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:06,00:15:01,00:37:10,22.1,1329,365,365,TRUE,"dictionary","TABLE","CODE"
"382","92ghd48xe","P4","243","static","happiness",00:21:06,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",TRUE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:06,00:15:01,00:37:10,22.1,1329,365,365,TRUE,"describe","TABLE","CODE"
"383","92ghd48xe","P4","255","static","happiness",00:21:10,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:10,00:15:01,00:37:10,22.1,1329,369,369,TRUE,"dictionary","TABLE","CODE"
"383","92ghd48xe","P4","255","static","happiness",00:21:10,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:10,00:15:01,00:37:10,22.1,1329,369,369,TRUE,"describe","TABLE","CODE"
"384","92ghd48xe","P4","280","static","happiness",00:21:18,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:18,00:15:01,00:37:10,22.1,1329,377,377,TRUE,"dictionary","TABLE","CODE"
"384","92ghd48xe","P4","280","static","happiness",00:21:18,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:18,00:15:01,00:37:10,22.1,1329,377,377,TRUE,"describe","TABLE","CODE"
"385","92ghd48xe","P4","266","static","happiness",00:21:46,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:46,00:15:01,00:37:10,22.1,1329,405,405,TRUE,"dictionary","TABLE","CODE"
"385","92ghd48xe","P4","266","static","happiness",00:21:46,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:46,00:15:01,00:37:10,22.1,1329,405,405,TRUE,"describe","TABLE","CODE"
"386","92ghd48xe","P4","245","static","happiness",00:21:56,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:56,00:15:01,00:37:10,22.1,1329,415,415,TRUE,"dictionary","TABLE","CODE"
"386","92ghd48xe","P4","245","static","happiness",00:21:56,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:21:56,00:15:01,00:37:10,22.1,1329,415,415,TRUE,"describe","TABLE","CODE"
"387","92ghd48xe","P4","247","static","happiness",00:22:03,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:22:03,00:15:01,00:37:10,22.1,1329,422,422,TRUE,"dictionary","TABLE","CODE"
"387","92ghd48xe","P4","247","static","happiness",00:22:03,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:22:03,00:15:01,00:37:10,22.1,1329,422,422,TRUE,"describe","TABLE","CODE"
"388","92ghd48xe","P4","237","static","happiness",00:22:15,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","df_describe_2_92ghd48xehappiness, data_dictionary,",00:22:15,00:15:01,00:37:10,22.1,1329,434,434,TRUE,"dictionary","TABLE","CODE"
"388","92ghd48xe","P4","237","static","happiness",00:22:15,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness, data_dictionary,",00:22:15,00:15:01,00:37:10,22.1,1329,434,434,TRUE,"describe","TABLE","CODE"
"389","92ghd48xe","P4","278","static","happiness",00:22:21,"FALSE","PROCESS","plan of action",NA,FALSE,"describe","df_describe_2_92ghd48xehappiness,",00:22:21,00:15:01,00:37:10,22.1,1329,440,440,FALSE,"describe","TABLE","CODE"
"390","92ghd48xe","P4","235","static","happiness",00:22:27,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",TRUE,"describe","df_describe_2_92ghd48xehappiness,",00:22:27,00:15:01,00:37:10,22.1,1329,446,446,FALSE,"describe","TABLE","CODE"
"391","92ghd48xe","P4","241","static","happiness",00:22:38,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"describe","df_describe_2_92ghd48xehappiness,",00:22:38,00:15:01,00:37:10,22.1,1329,457,457,FALSE,"describe","TABLE","CODE"
"392","92ghd48xe","P4","282","static","happiness",00:22:50,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",TRUE,"profile","alx_profile_df_columns_92ghd48xehappiness,",00:22:50,00:15:01,00:37:10,22.1,1329,469,469,FALSE,"profile","profile","CHART"
"393","92ghd48xe","P4","253","static","happiness",00:24:30,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"info","df_info_2_92ghd48xehappiness,",00:24:30,00:15:01,00:37:10,22.1,1329,569,569,FALSE,"info","TABLE","CODE"
"394","92ghd48xe","P4","252","static","happiness",00:24:50,"FALSE","DATASET","variable metadata",NA,FALSE,"info","df_info_2_92ghd48xehappiness,",00:24:50,00:15:01,00:37:10,22.1,1329,589,589,FALSE,"info","TABLE","CODE"
"395","92ghd48xe","P4","261","static","happiness",00:25:46,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,",00:25:46,00:15:01,00:37:10,22.1,1329,645,645,FALSE,"scatterplot","scatterplot","CHART"
"396","92ghd48xe","P4","265","static","happiness",00:25:51,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,",00:25:51,00:15:01,00:37:10,22.1,1329,650,650,FALSE,"scatterplot","scatterplot","CHART"
"397","92ghd48xe","P4","262","static","happiness",00:26:19,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,",00:26:19,00:15:01,00:37:10,22.1,1329,678,678,FALSE,"scatterplot","scatterplot","CHART"
"398","92ghd48xe","P4","254","static","happiness",00:26:27,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,",00:26:27,00:15:01,00:37:10,22.1,1329,686,686,FALSE,"scatterplot","scatterplot","CHART"
"399","92ghd48xe","P4","263","static","happiness",00:26:48,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,",00:26:48,00:15:01,00:37:10,22.1,1329,707,707,FALSE,"scatterplot","scatterplot","CHART"
"400","92ghd48xe","P4","267","static","happiness",00:28:04,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",FALSE,"scatterplot","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",00:28:04,00:15:01,00:37:10,22.1,1329,783,783,FALSE,"scatterplot","scatterplot","CHART"
"401","92ghd48xe","P4","274","static","happiness",00:28:10,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",00:28:10,00:15:01,00:37:10,22.1,1329,789,789,FALSE,"scatterplot","scatterplot","CHART"
"402","92ghd48xe","P4","284","static","happiness",00:28:12,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",00:28:12,00:15:01,00:37:10,22.1,1329,791,791,FALSE,"scatterplot","scatterplot","CHART"
"403","92ghd48xe","P4","246","static","happiness",00:28:58,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",00:28:58,00:15:01,00:37:10,22.1,1329,837,837,FALSE,"scatterplot","scatterplot","CHART"
"404","92ghd48xe","P4","286","static","happiness",00:34:17,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"python","df_corr_happinessscore_92ghd48xehappiness,",00:34:17,00:15:01,00:37:10,22.1,1329,1156,1156,FALSE,"python","CODE","CODE"
"405","92ghd48xe","P4","257","static","happiness",00:34:23,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"python","df_corr_happinessscore_92ghd48xehappiness,",00:34:23,00:15:01,00:37:10,22.1,1329,1162,1162,FALSE,"python","CODE","CODE"
"406","92ghd48xe","P4","251","static","happiness",00:34:27,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"python","df_corr_happinessscore_92ghd48xehappiness,",00:34:27,00:15:01,00:37:10,22.1,1329,1166,1166,FALSE,"python","CODE","CODE"
"407","92ghd48xe","P4","244","static","happiness",00:34:36,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"python","df_corr_happinessscore_92ghd48xehappiness,",00:34:36,00:15:01,00:37:10,22.1,1329,1175,1175,FALSE,"python","CODE","CODE"
"408","92ghd48xe","P4","259","static","happiness",00:35:30,"FALSE","DATASET","data provenance",NA,FALSE,"python","df_corr_happinessscore_92ghd48xehappiness,",00:35:30,00:15:01,00:37:10,22.1,1329,1229,1229,FALSE,"python","CODE","CODE"
"409","92ghd48xe","P4","248","static","happiness",00:36:15,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"python","df_corr_happinessscore_92ghd48xehappiness,",00:36:15,00:15:01,00:37:10,22.1,1329,1274,1274,FALSE,"python","CODE","CODE"
"410","92ghd48xe","P4","264","static","happiness",00:37:10,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"python","df_country_unique_2_92ghd48xehappiness,",00:37:10,00:15:01,00:37:10,22.1,1329,1329,1329,FALSE,"python","CODE","CODE"
"411","92ghd48xe","P4","236","ixn","space",01:00:42,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"dataframe","df_92ghd48xespace,",01:00:42,01:00:42,01:25:55,25.2,1513,0,0,FALSE,"dataframe","TABLE","CODE"
"412","92ghd48xe","P4","281","ixn","space",01:01:06,"FALSE","DATASET","variable metadata",NA,FALSE,"dataframe","df_92ghd48xespace,",01:01:06,01:00:42,01:25:55,25.2,1513,24,24,FALSE,"dataframe","TABLE","CODE"
"413","92ghd48xe","P4","271","ixn","space",01:01:49,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",01:01:49,01:00:42,01:25:55,25.2,1513,67,67,FALSE,"dictionary","TABLE","CODE"
"414","92ghd48xe","P4","268","ixn","space",01:02:16,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"dataframe","df_92ghd48xespace,",01:02:16,01:00:42,01:25:55,25.2,1513,94,94,FALSE,"dataframe","TABLE","CODE"
"415","92ghd48xe","P4","283","ixn","space",01:03:12,"FALSE","PROCESS","representation comment",NA,FALSE,"python","homeplanet_group_count_survived_92ghd48xespace,",01:03:12,01:00:42,01:25:55,25.2,1513,150,150,FALSE,"python","CODE","CODE"
"416","92ghd48xe","P4","239","ixn","space",01:06:25,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"python","filter_homeplanet_survived_false_homeplanet_value_counts_92ghd48xespace, filter_homeplanet_survived_true_homeplanet_value_counts_92ghd48xespace,",01:06:25,01:00:42,01:25:55,25.2,1513,343,343,FALSE,"python","CODE","CODE"
