"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","utterance","reps_group","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type","rep_name"
"285","4728sjuiz","P10","86","static","happiness",00:42:52,"FALSE","RELATIONSHIP","relationship range constriction","relationship (multivariate)
",FALSE,"And are they within range for other Variables as well.","scatterplot",00:42:52,00:19:15,00:42:55,23.7,1420,1417,1417,FALSE,"scatterplot","scatterplot","CHART","jointplot_freedom_corruption_4728sjuizhappiness"
"286","4728sjuiz","P10","88","static","happiness",00:42:55,"FALSE","PROCESS","plan of action",NA,FALSE,"And so one way that I imagine we could do that across the board is to set for the, for the corruption variable.","none",00:42:55,00:19:15,00:42:55,23.7,1420,1420,1420,FALSE,"none","NONE","NONE",NA
"287","4728sjuiz","P10","102","ixn","space",01:10:00,"FALSE","DATASET","missing data",NA,FALSE,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?","scatterplot",01:10:00,01:10:00,01:32:49,22.8,1369,0,0,FALSE,"scatterplot","scatterplot","CHART","null_count_plot_4728sjuizspace"
"288","4728sjuiz","P10","111","ixn","space",01:10:43,"FALSE","DATASET","missing data",NA,FALSE,"So what I was expecting to see is that one of these columns had a really large value, and that most of them didn't. And then maybe there, there would have been one variable. That's kind of the problematic one. It would just keep an eye out for that. But this suggests that most of the data point of most of the subjects are missing.","python",01:10:43,01:10:00,01:32:49,22.8,1369,43,43,FALSE,"python","CODE","CODE","row_null_check_4728sjuizspace"
"289","4728sjuiz","P10","92","ixn","space",01:11:52,"FALSE","PROCESS","representation comment",NA,FALSE,"How does it deal with null values? So if there's a null value? Because in the correlations, it's just in some and not others, does it exclude it from all of them?","pairplot",01:11:52,01:10:00,01:32:49,22.8,1369,112,112,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizspace"
"290","4728sjuiz","P10","120","ixn","space",01:15:21,"FALSE","DATASET","missing data",NA,FALSE,"This is, a larger percent of the data set that has some missing data than in the previous one. And the previous one was like 16. This is 23, but because it's sprinkled throughout the data set. Maybe it's that's fine.","python",01:15:21,01:10:00,01:32:49,22.8,1369,321,321,FALSE,"python","CODE","CODE","null_row_percentage100_4728sjuizspace"
"291","4728sjuiz","P10","103","ixn","space",01:15:41,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"So age is normally distributed– It seems like most of the people are in their like on the thirties in this data set.","pairplot",01:15:41,01:10:00,01:32:49,22.8,1369,341,341,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizspace"
"292","4728sjuiz","P10","89","ixn","space",01:15:48,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"But then these other variables are are very strangely distributed. and that could buy us some of these results.","pairplot",01:15:48,01:10:00,01:32:49,22.8,1369,348,348,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizspace"
"293","4728sjuiz","P10","113","ixn","space",01:16:06,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"So why might that be? Let's look at what these variables are, so everything from the room service to VR deck has a very skewed distribution. indicating how much money and passenger used on room service. I guess that explains it. So then it suggests that most people spent very little money on all of these things.","multiviewchart",01:16:06,01:10:00,01:32:49,22.8,1369,366,366,FALSE,"multiviewchart","multi-view chart","CHART","pairplot_df_4728sjuizspace data_dictionary,"
"294","4728sjuiz","P10","112","ixn","space",01:17:42,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"So when I think about fairness, and since all of these metrics have some relationship to do with how much people are spending. Then what it makes me think is that maybe the people who spent more or spent less or something there, some relationship between how much people are spending and the sort of the outcome. The outcome is whether they were saved.","pairplot",01:17:42,01:10:00,01:32:49,22.8,1369,462,462,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizspace intro_text,"
"295","4728sjuiz","P10","108","ixn","space",01:30:29,"TRUE","PROCESS","representation comment",NA,FALSE,"So it seems like, somehow, these plots are linked. ... can that be turned off?","scatterplot",01:30:29,01:10:00,01:32:49,22.8,1369,1229,1229,FALSE,"scatterplot","scatterplot","CHART","display_pan_zoom_4728sjuizspace pan_zoom_scatter_4728sjuizspace,"
"296","4728sjuiz","P10","123","ixn","space",01:31:15,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"when you zoom in, it kind of already becomes clear that their points scattered on either side. So it's not like there's an obvious relationship between some of these variables, and whether a person survived or not.","scatterplot",01:31:15,01:10:00,01:32:49,22.8,1369,1275,1275,FALSE,"scatterplot","scatterplot","CHART","display_pan_zoom_4728sjuizspace pan_zoom_scatter_4728sjuizspace,"
"297","4728sjuiz","P10","117","ixn","space",01:32:27,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"The hypotheses might have been that the people who spent more money might have been more likely to survive. and I don't know that that totally seems like that's the case because plenty of the people who spent like for example along this line of VR deck people survived all along the dynamic range. And I I think that's kind of true for most of these variables.","scatterplot",01:32:27,01:10:00,01:32:49,22.8,1369,1347,1347,FALSE,"scatterplot","scatterplot","CHART","display_pan_zoom_4728sjuizspace pan_zoom_scatter_4728sjuizspace,"
"298","4728sjuiz","P10","93","ixn","space",01:32:49,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (categorical X continuous)",FALSE,"I don't know that that's totally true, I think, doing some sort of, because it's so noisy, I think doing some sort of quantitative analyses might be useful here, because so, for example, one thing, it seems here is that, yeah. Maybe people who spent on Spa in general survived. But there could be a bias by the fact that there are a bunch of people who spent 0 on Spa, and it looks like, maybe a lot of those people didn't survive","scatterplot",01:32:49,01:10:00,01:32:49,22.8,1369,1369,1369,FALSE,"scatterplot","scatterplot","CHART","display_pan_zoom_4728sjuizspace pan_zoom_scatter_4728sjuizspace,"
"299","3r2sh20ei","P9","18","static","happiness",00:18:06,"FALSE","DATASET","data orientation",NA,FALSE,"Each row is a country from a year. So it's a country and year a combination.","dataframe",00:18:06,00:18:06,00:44:30,26.4,1584,0,0,FALSE,"dataframe","TABLE","CODE","display_dataframe_3r2sh20eihappiness"
"300","3r2sh20ei","P9","26","static","happiness",00:18:21,"FALSE","PROCESS","plan of action",NA,FALSE,"I don't remember how freedom, generosity, corruption, and these affect things are. I mean, I could guess what confidence in government is. I'll look at the data dictionary for that to start.","dataframe",00:18:21,00:18:06,00:44:30,26.4,1584,15,15,FALSE,"dataframe","TABLE","CODE","display_dataframe_3r2sh20eihappiness"
"301","3r2sh20ei","P9","14","static","happiness",00:18:27,"FALSE","DATASET","variable metadata",NA,TRUE,"Country, year. These are what I expected.","dictionary",00:18:27,00:18:06,00:44:30,26.4,1584,21,21,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"302","3r2sh20ei","P9","54","static","happiness",00:18:32,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"Range is 2005-2021","dictionary",00:18:32,00:18:06,00:44:30,26.4,1584,26,26,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"303","3r2sh20ei","P9","45","static","happiness",00:18:33,"FALSE","DATASET","variable metadata",NA,FALSE,"Okay, average national response to the cantral life ladder questions in the galaxy for a poll which, as ndividuals to evaluate their current life. go 0 to 10 .","dictionary",00:18:33,00:18:06,00:44:30,26.4,1584,27,27,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"304","3r2sh20ei","P9","21","static","happiness",00:18:45,"FALSE","DATASET","data provenance",NA,FALSE,"GDP per capita. It's already logged.","dictionary",00:18:45,00:18:06,00:44:30,26.4,1584,39,39,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"305","3r2sh20ei","P9","68","static","happiness",00:18:55,"FALSE","DATASET","variable metadata",NA,FALSE,"social support, national average of binary responses, asking if they have relatives or friends","dictionary",00:18:55,00:18:06,00:44:30,26.4,1584,49,49,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"306","3r2sh20ei","P9","37","static","happiness",00:19:02,"FALSE","DATASET","variable metadata",NA,FALSE,"Life expectancy. healthy life expectancies at birth based on the WHO extrapolate to match sample period","dictionary",00:19:02,00:18:06,00:44:30,26.4,1584,56,56,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"307","3r2sh20ei","P9","20","static","happiness",00:19:16,"FALSE","DATASET","variable metadata",NA,FALSE,"Freedom. national average of responses to the Gallup poll question, asking if the individuals are satisfied or dissatisfied with their freedom. So it sounds like it's binary, I'll check.","dictionary",00:19:16,00:18:06,00:44:30,26.4,1584,70,70,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"308","3r2sh20ei","P9","22","static","happiness",00:19:26,"FALSE","DATASET","variable metadata",NA,FALSE,"generosity, you residual of regressing the national average of responses. And if it's not donating money to a charity in the past month. Oh, regressing that on Gdp. Got it","dictionary",00:19:26,00:18:06,00:44:30,26.4,1584,80,80,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"309","3r2sh20ei","P9","12","static","happiness",00:19:45,"FALSE","DATASET","variable metadata",NA,FALSE,"Corruption. Perceptions of corruption, national averages, survey responses to 2 questions in the Gallup Poll related to the perceived corruption in government and in business.","dictionary",00:19:45,00:18:06,00:44:30,26.4,1584,99,99,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"310","3r2sh20ei","P9","53","static","happiness",00:19:53,"FALSE","DATASET","variable metadata",NA,FALSE,"Positive affect. I know these are average of 3 positive effect measures, laugh enjoyment doing interesting things.","dictionary",00:19:53,00:18:06,00:44:30,26.4,1584,107,107,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"311","3r2sh20ei","P9","78","static","happiness",00:20:00,"FALSE","DATASET","variable metadata",NA,FALSE,"This mean of the negative effect measures, worries and anger.","dictionary",00:20:00,00:18:06,00:44:30,26.4,1584,114,114,TRUE,"dictionary","TABLE","CODE","display_dataframe_3r2sh20eihappiness data_dictionary,"
"311","3r2sh20ei","P9","78","static","happiness",00:20:00,"FALSE","DATASET","variable metadata",NA,FALSE,"This mean of the negative effect measures, worries and anger.","dataframe",00:20:00,00:18:06,00:44:30,26.4,1584,114,114,TRUE,"dataframe","TABLE","CODE","display_dataframe_3r2sh20eihappiness data_dictionary,"
"312","3r2sh20ei","P9","58","static","happiness",00:20:21,"FALSE","PROCESS","plan of action",NA,TRUE,"So before I would like to be able to answer any of those I would just start looking like, make sure things met my expectation... . Make sure things were on the right, like distribution or values. If anything looked outside of what I would expect.","none",00:20:21,00:18:06,00:44:30,26.4,1584,135,135,FALSE,"none","NONE","NONE",NA
"313","3r2sh20ei","P9","63","static","happiness",00:21:17,"FALSE","PROCESS","plan of action",NA,FALSE,"So now I'm looking like, does a given what I just read about each of those variables like, do these seem reasonable?","profile",00:21:17,00:18:06,00:44:30,26.4,1584,191,191,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eihappiness"
"314","3r2sh20ei","P9","8","static","happiness",00:21:23,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"And so it looks like it says, 2004 here, that's the first thing that pops out– I thought it said 2,005 to 2021. So maybe that's just the way the like viz did it.","profile",00:21:23,00:18:06,00:44:30,26.4,1584,197,197,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eihappiness"
"315","3r2sh20ei","P9","61","static","happiness",00:21:30,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"So I would do something like df.year got in and it says, 2,005 back. Okay, so that's just like how the viz decided to make it.","profile",00:21:30,00:18:06,00:44:30,26.4,1584,204,204,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eihappiness min_year_3r2sh20eihappiness,"
"316","3r2sh20ei","P9","83","static","happiness",00:21:48,"FALSE","VARIABLE","distribution range [min, max]",NA,FALSE,"While I'm here I'll look at the Max, and that is 2021. Okay, so at least, that seems like what we're looking at.","python",00:21:48,00:18:06,00:44:30,26.4,1584,222,222,FALSE,"python","CODE","CODE","max_year_3r2sh20eihappiness"
"317","3r2sh20ei","P9","56","static","happiness",00:21:59,"FALSE","DATASET","variable metadata",NA,FALSE,"So a lot of these that I thought were binary are not actually binary. They're on a scale of 0 to one. So now I'm going to look back... oh there must be some average on national average grade of binary responses to the gallop poll, asking if individuals have reviews or friends. Right? We don't have individual level data.","multiviewchart",00:21:59,00:18:06,00:44:30,26.4,1584,233,233,FALSE,"multiviewchart","multi-view chart","CHART","profile_dataframe_3r2sh20eihappiness display_dataframe_3r2sh20eihappiness, data_dictionary,"
"318","3r2sh20ei","P9","69","static","happiness",00:22:29,"FALSE","VARIABLE","distribution range [min, max]",NA,FALSE,"social support: 0 to 1.","none",00:22:29,00:18:06,00:44:30,26.4,1584,263,263,FALSE,"none","NONE","NONE",NA
"319","3r2sh20ei","P9","57","static","happiness",00:22:33,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"So all of these numbers at least, seem reasonable.","profile",00:22:33,00:18:06,00:44:30,26.4,1584,267,267,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eihappiness"
"320","3r2sh20ei","P9","11","static","happiness",00:22:39,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"Confidence in government also, between 0 and 1.","profile",00:22:39,00:18:06,00:44:30,26.4,1584,273,273,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eihappiness"
