UID,PID,Notebook,Timestamp,interaction_used,Condition,group,highlevel,Data Type,UtteranceType,Utterance,All representations,Python Used,Didn't use interaction,Insight Description,Justification,Was Interaction Used,Was Recapped,Was Vis used,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
380,92ghd48xe,Happiness,19:52,FALSE,Static,lineplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"Oh, that's very interesting. It plummeted and then went back up. ","alx_lineplot_year_average_happinessscore_92ghd48xehappiness,",,,,,,,alx_lineplot_year_average_happinessscore_92ghd48xehappiness,,"# df.groupby('year').mean()['happinessScore']
 alx.lineplot(df,x='year',y='average(happinessScore)')",,,alx_lineplot_year_average_happinessscore_92ghd48xehappiness,visualization," # df.groupby('year').mean()['happinessScore']
 alx.lineplot(df,x='year',y='average(happinessScore)')  "
381,92ghd48xe,Happiness,20:48,FALSE,Static,lineplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,Happiness has changed over time,"alx_lineplot_year_average_happinessscore_92ghd48xehappiness,",,,,,,,alx_lineplot_year_average_happinessscore_92ghd48xehappiness,,"# df.groupby('year').mean()['happinessScore']
 alx.lineplot(df,x='year',y='average(happinessScore)')",,,alx_lineplot_year_average_happinessscore_92ghd48xehappiness,visualization," # df.groupby('year').mean()['happinessScore']
 alx.lineplot(df,x='year',y='average(happinessScore)')  "
382,92ghd48xe,Happiness,21:06,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]",for the daily quality i'm looking for any impossible values,"df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
383,92ghd48xe,Happiness,21:10,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]",I don't know what these happiness score– 0 to 10.,"df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
384,92ghd48xe,Happiness,21:18,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]","So there's log GDP Per capital, that could be anything. ","df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
385,92ghd48xe,Happiness,21:46,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]","like if I see all 200 as a maximum life expectancy, i'll be very suspicious","df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
386,92ghd48xe,Happiness,21:56,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]","freedom. Okay, they don't give me a but I'm assuming 0 to one","df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
387,92ghd48xe,Happiness,22:03,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]",generosity might be negative one to one,"df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
388,92ghd48xe,Happiness,22:15,FALSE,Static,data_dictionary_describe,VARIABLE,distribution  (continuous),"distribution range [min, max]",corruption. It seems like a 0 to one again,"df_describe_2_92ghd48xehappiness, data_dictionary,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),data_dictionary,"df_describe_2_92ghd48xehappiness, data_dictionary","describe, data_dictionary",  df.describe() data_dictionary
389,92ghd48xe,Happiness,22:21,FALSE,Static,describe,ANALYSIS PROCESS,,plan of action,"So it's hard for me to ascertain the full data quality, because  I don't have reference points for all of them.","df_describe_2_92ghd48xehappiness,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),,df_describe_2_92ghd48xehappiness,describe,  df.describe() 
390,92ghd48xe,Happiness,22:27,FALSE,Static,describe,VARIABLE,distribution  (continuous),"distribution range [min, max]","based on what I see, none of them are, you know, I could already tell, based on the percentiles that a lot of them are don't have crazy distributions.","df_describe_2_92ghd48xehappiness,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),,df_describe_2_92ghd48xehappiness,describe,  df.describe() 
391,92ghd48xe,Happiness,22:38,FALSE,Static,describe,VARIABLE,distribution  (continuous),"distribution range [min, max]","Except for maybe [hovering over negative affect describe column] well, let me take a look at that.","df_describe_2_92ghd48xehappiness,",df_describe_2_92ghd48xehappiness,,,,,,,,,df.describe(),,df_describe_2_92ghd48xehappiness,describe,  df.describe() 
392,92ghd48xe,Happiness,22:50,FALSE,Static,profile,VARIABLE,distribution  (continuous),"distribution range [min, max]",Well I don't see any crazy outliers [ scrolls through data profile],"alx_profile_df_columns_92ghd48xehappiness,",,,,,,,alx_profile_df_columns_92ghd48xehappiness,,"alx.profile(df,vars=df.columns)",,,alx_profile_df_columns_92ghd48xehappiness,visualization," alx.profile(df,vars=df.columns)  "
393,92ghd48xe,Happiness,24:30:00,FALSE,Static,info,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"I could do happiness score and corruption, the perception of corruption. I'll expect that to be have a negative correlation","df_info_2_92ghd48xehappiness,",df_info_2_92ghd48xehappiness,,NOTE: Hypothesis,,,,,,,df.info(),,df_info_2_92ghd48xehappiness,info,  df.info() 
394,92ghd48xe,Happiness,24:50:00,FALSE,Static,info,DATASET,,variable metadata,"I believe that the corruption decided by the... Yeah, it's like a survey, so it's not. It's not a you know a it's not a hard metric of corruption. Some like measuring the number of corruption cases or something– its people's perception","df_info_2_92ghd48xehappiness,",df_info_2_92ghd48xehappiness,,NOTE: Hypothesis,,,,,,,df.info(),,df_info_2_92ghd48xehappiness,info,  df.info() 
395,92ghd48xe,Happiness,25:46:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,It's a very busy scatter plot here.,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,",,,,,,,alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,,"alx.jointplot(df,x='happinessScore',y='corruption')",,,alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='happinessScore',y='corruption')  "
396,92ghd48xe,Happiness,25:51:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,Let's do corruption as the explanatory variable and happiness score as the other one. ,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,",,,,,,,alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,,"alx.jointplot(df,x='happinessScore',y='corruption')",,,alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='happinessScore',y='corruption')  "
397,92ghd48xe,Happiness,26:19:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"It's kind of hard to see, but I think there's a negative line there.","alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='corruption',y='happinessScore')",,,alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='corruption',y='happinessScore')  "
398,92ghd48xe,Happiness,26:27:00,FALSE,Static,scatterplot,ANALYSIS PROCESS,,representation comment,I don't know how to draw that in your library. I usually draw a line of best fit. ,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='corruption',y='happinessScore')",,,alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='corruption',y='happinessScore')  "
399,92ghd48xe,Happiness,26:48:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"just like glancing it, it looks like what my my original, hypothesis is correct. As happiness goes down, the the perception of corruption goes up.","alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='corruption',y='happinessScore')",,,alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='corruption',y='happinessScore')  "
400,92ghd48xe,Happiness,28:04:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship form (linearity/non-linearity),"look at that, it's very linear.","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')",,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')  "
401,92ghd48xe,Happiness,28:10:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,Okay. Money makes people happy.,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')",,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')  "
402,92ghd48xe,Happiness,28:12:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"Well, I'm kidding, I can't conclude that.","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')",,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')  "
403,92ghd48xe,Happiness,28:58:00,FALSE,Static,scatterplot,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"GDP and Happiness have a positive correlation, If they have cause-effect relationship, it's probably likely that people in rich countries have less stress therefore ""happier"" [written]","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,",,,,,,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,,"alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')",,,alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness,visualization," alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')  "
404,92ghd48xe,Space,34:17:00,FALSE,Interactive,none,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"Well, so we have strong positive– Oh, that's interesting– social support.","df_corr_happinessscore_92ghd48xehappiness,",df_corr_happinessscore_92ghd48xehappiness,,,,,,,,,df.corr()['happinessScore'],,df_corr_happinessscore_92ghd48xehappiness,other,  df.corr()['happinessScore'] 
405,92ghd48xe,Space,34:23:00,FALSE,Interactive,none,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,I'm assuming this is social programs.,"df_corr_happinessscore_92ghd48xehappiness,",df_corr_happinessscore_92ghd48xehappiness,,,,,,,,,df.corr()['happinessScore'],,df_corr_happinessscore_92ghd48xehappiness,other,  df.corr()['happinessScore'] 
406,92ghd48xe,Space,34:27:00,FALSE,Interactive,none,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,"high happiness and the life expectancy, high life, expectancy.","df_corr_happinessscore_92ghd48xehappiness,",df_corr_happinessscore_92ghd48xehappiness,,,,,,,,,df.corr()['happinessScore'],,df_corr_happinessscore_92ghd48xehappiness,other,  df.corr()['happinessScore'] 
407,92ghd48xe,Space,34:36:00,FALSE,Interactive,none,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,Freedom is not as correlated as I thought with happiness score.,"df_corr_happinessscore_92ghd48xehappiness,",df_corr_happinessscore_92ghd48xehappiness,,NOTE: tag as strength/direction as looking at correlation number,,,,,,,df.corr()['happinessScore'],,df_corr_happinessscore_92ghd48xehappiness,other,  df.corr()['happinessScore'] 
408,92ghd48xe,Space,35:30:00,FALSE,Interactive,none,DATASET,,data provenance,"I'm suspicious if those people taking the survey in countries with low freedom had the ""freedom"" to speak honestly. [written]","df_corr_happinessscore_92ghd48xehappiness,",df_corr_happinessscore_92ghd48xehappiness,,,,,,,,,df.corr()['happinessScore'],,df_corr_happinessscore_92ghd48xehappiness,other,  df.corr()['happinessScore'] 
409,92ghd48xe,Space,36:15:00,FALSE,Interactive,none,RELATIONSHIP,relationship (continuous X continuous),relationship strength and/or direction,Generous countries don't seem to be happier.[written] That's an interesting one.,"df_corr_happinessscore_92ghd48xehappiness,",df_corr_happinessscore_92ghd48xehappiness,,,,,,,,,df.corr()['happinessScore'],,df_corr_happinessscore_92ghd48xehappiness,other,  df.corr()['happinessScore'] 
410,92ghd48xe,Space,37:10:00,FALSE,Interactive,none,VARIABLE,distribution (categorical),"distribution shape [shape, skew, kurtosis]","let me just be real careful here with this one calculation. you know since sometimes, If a country has like a lowercase and an upper case, it counts them twice.","df_country_unique_2_92ghd48xehappiness,",df_country_unique_2_92ghd48xehappiness,,,,,,,,,df['country'].unique(),,df_country_unique_2_92ghd48xehappiness,other,  df['country'].unique() 
411,92ghd48xe,Space,1:00:42,FALSE,Interactive,dataframe,RELATIONSHIP,relationship (categorical X continuous),relationship strength and/or direction,Cabin – Probably related to money.,"df_92ghd48xespace,",df_92ghd48xespace,,,,,,,,,df,,df_92ghd48xespace,dataframe,  df 
412,92ghd48xe,Space,1:01:06,FALSE,Interactive,dataframe,DATASET,,variable metadata,Survived– uh oh! People died in this thing?,"df_92ghd48xespace,",df_92ghd48xespace,,,,,,,,,df,,df_92ghd48xespace,dataframe,  df 
413,92ghd48xe,Space,1:01:49,FALSE,Interactive,data_dictionary,DATASET,,variable metadata,"Oh, I see money is all over this [hovering over the money variables]","data_dictionary, ",,,,,,,,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
414,92ghd48xe,Space,1:02:16,FALSE,Interactive,dataframe,RELATIONSHIP,relationship (categorical X categorical),relationship strength and/or direction,Maybe they are space racists. We'll see if the home planet had any effect on survival.,"df_92ghd48xespace,",df_92ghd48xespace,,NOTE: Hypothesis,,,,,,,df,,df_92ghd48xespace,dataframe,  df 
