,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
496,scatterplot,relationship strength and/or direction,"So this one, is very strong [referencing scatterplot_GDP_happiness_8v892iigehappiness]. Like this one but if the corruption is less than 0 point 5. We're going to see a little bit different here","relationship (multivariate)
",False,RELATIONSHIP,8v892iige,Happiness,Interactive,"scatterplot_lowCorruption_GDP_happiness_8v892iigehappiness, ",1:14:56,,,,scatterplot
497,describe,relationship strength and/or direction,"So in the higher corruption countries, Actually, a better economy would have a higher happiness score. whereas in a country that lower corruption you still see, you know, positive. ","relationship (multivariate)
",False,RELATIONSHIP,8v892iige,Happiness,Interactive,"scatterplot_highCorruption_GDP_happiness_8v892iigehappiness, scatterplot_lowCorruption_GDP_happiness_8v892iigehappiness, ",1:15:32,,,,describe
498,describe,relationship cluster(s)/subgroup/ unexpected,it's quite scatter around right? And it's all in my cluster here.,"relationship (multivariate)
",False,RELATIONSHIP,8v892iige,Happiness,Interactive,"scatterplot_lowCorruption_GDP_happiness_8v892iigehappiness, ",1:15:48,,,,describe
499,describe,relationship strength and/or direction,"So I wish to see you know, let's say, for the happiness and Gdp here, so I would want to know like how this correlation would change when I control for other things. So whether the country has more freedom, maybe you know the people you know, are more generous or not, and then, if they have confidence in the government.","relationship (multivariate)
",False,RELATIONSHIP,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:21:20,True,,,describe
500,describe,relationship strength and/or direction,"we could also look at like a lot of other research. Right? So let's say, you know, if the country, you know, has a lot of corruption whether, you know log Gdp could increase. Right? So you can look at like a correlation between  Gdp and corruption","relationship (multivariate)
",False,RELATIONSHIP,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:21:50,,,,describe
501,describe,representation comment,"So you can say like any other kind bivariant relationship, right? So you could also like, use the pair plot. Right? So something like this [gestures to pairplot inside of interactive tutorial]. ",,False,ANALYSIS PROCESS,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:22:01,,,,describe
502,dataframe,data provenance,"it says like, there's a organization which surveyed populations of countries and aggregated the information about like every country's happiness, and this is a UN global development project. And yeah, we need to analyze this data, and a better like have to better understand the conditions that lead to happiness for future initiatives. ",,False,DATASET,iurmer289,Happiness,Static,,35:23,,,,dataframe
503,dataframe,representation comment,I want to like try this profiler which out there had usually I would like go through them.,,False,ANALYSIS PROCESS,iurmer289,Happiness,Static,,37:02,,,,dataframe
504,info,data size,I just want to see like the height of the of the data frame.,,False,DATASET,iurmer289,Happiness,Static,"happiness_df_head_iurmer289happiness, ",37:20,,,,info
505,dataframe,data size,"And like. Usually, I would use something like, df describe Or df info to look into like you know how many columns or like what type of like data is there?",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_head_iurmer289happiness, ",37:25,,,,dataframe
506,profile,variable metadata,"I want to use the info function of pandas because like it says, if these data types are okay, because sometimes, like, you know, the numerical types can be objects.",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_info_iurmer289happiness, ",37:55,,,,profile
507,profile,missing data,"And like, just generally it shows like how many missing values are here and like, which columns are having like the most missing values.",,False,DATASET,iurmer289,Happiness,Static,,38:10,,,,profile
508,profile,"distribution shape [shape, skew, kurtosis]",[the profiler] it shows the distribution of each column.,distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",38:45,,,True,profile
509,profile,"distribution shape [shape, skew, kurtosis]","This Gdp per capita has an upward trend [later clarified as ""skew"" clarified at 44:10]",distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",38:57,,,,profile
510,profile,"distribution shape [shape, skew, kurtosis]",social support seems to also have the upward trend and freedom.,distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",39:06,,,,profile
511,profile,"distribution shape [shape, skew, kurtosis]","confidence in government seems to be like, more or less normally distributed.",distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",39:13,,,,profile
512,info,"distribution shape [shape, skew, kurtosis]",our happiness score seems to be also like normally distributed.,distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",39:25,,,,info
513,info,plan of action,"Now, we, we can look into the features either like one by one, or like in some combinations like, how they relate to happiness score.",,False,ANALYSIS PROCESS,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",39:53,,,,info
514,profile,missing data,"like data quality wise. I think there are some missing values, but the number is not critical.",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_info_iurmer289happiness, ",42:00,,,,profile
515,profile,missing data,"So pretty much every column except for like country, year, and happiness score itself. [is missing data]",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_info_iurmer289happiness, ",42:45,,,,profile
516,dataframe,"distribution shape [shape, skew, kurtosis]","I'm seeing downward turns for example, in generosity.",distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",45:37,,,,dataframe
517,info,plan of action,I'm not sure if we need like any new columns with like log scaling or anything,,False,ANALYSIS PROCESS,iurmer289,Happiness,Static,"initial_data_profile_iurmer289happiness, ",45:46,,,,info
518,info,missing data,"And just I want to see how how we can fill them, or like, do we need to just get rid of them? I just wanted to try completely like dropping the rows with the like, you know, just missing values.",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_head_iurmer289happiness, ",46:23,,,,info
519,dataframe,data size,"I want to see, like how many how many rows would be left after dropping for every column which seems to reduce our dataset by a lot.",,False,DATASET,iurmer289,Happiness,Static,"dropna_shape_check_iurmer289happiness, happiness_df_info_iurmer289happiness, ",46:40,,,,dataframe
520,dataframe,missing data,"So the safest option, I guess, would be to drop everything. But at the same time we're losing like data for around 300 columns rows which s pretty critical for like data sets like small as this one.",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_info_iurmer289happiness, ",46:58,,,,dataframe
521,double-profiler,missing data,"If I fill the columns with 0, it would also like affect our results, too.",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_head_iurmer289happiness, ",47:30,,,,double-profiler
522,double-profiler,missing data,"Our data – I don't think it's like sorted yet. So like backward and like forward feeling would be awesome, but is not good at this stage.",,False,DATASET,iurmer289,Happiness,Static,"happiness_df_head_iurmer289happiness, ",47:43,,,,double-profiler
523,double-profiler,missing data,it seems to be pretty much the same.,,False,DATASET,iurmer289,Happiness,Static,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",50:06,,,,double-profiler
524,scatterplot,"distribution range [min, max]","Although we have like less countries now. Yeah, we only have 149 categories which are like less countries than we had before [hovers over 166 from unfiltered profiler]",distribution (categorical),False,VARIABLE,iurmer289,Happiness,Static,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",50:10,,,,scatterplot
525,Multi-view Chart,"distribution range [min, max]","we only lost, 110, wait 17 countries. But most of the other countries stayed. So maybe, like our analysis on the happiness itself wouldn't suffer from that. So, for now I'm willing to go like forward with this like filter dropped like missing values.",distribution (categorical),False,VARIABLE,iurmer289,Happiness,Static,"correct_filtered_data_profile_iurmer289happiness, initial_data_profile_iurmer289happiness, ",50:51,,,,Multi-view Chart
526,scatterplot,distribution outlier (variable),There seem to be outliers here in our life expectancy cause I see that like there are values like most of the values they're like above 40.,distribution  (continuous),False,VARIABLE,iurmer289,Happiness,Static,"corrected_lifeExpectancy_scatterplot_iurmer289happiness, ",52:28,,,,scatterplot
527,scatterplot,relationship strength and/or direction,"Yes, of course, like you're happy when you live longer, but you can also say that, like the more money the nation has, it tends to be generally more happier.",relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"correct_filtered_data_profile_iurmer289happiness, corrected_lifeExpectancy_scatterplot_iurmer289happiness, ",53:10,,,,scatterplot
528,pairplot,relationship strength and/or direction,it seems like this feature also has a positive correlation.,relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_vs_logGDP_scatterplot_iurmer289happiness, ",54:08,,,,pairplot
529,pairplot,outlier (relationship),"and less outliers, like less apparent outliers.",relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_vs_logGDP_scatterplot_iurmer289happiness, ",54:14,,,,pairplot
530,pairplot,representation comment,I want to open it like a picture. Do you know if I can open it like in the new tab,,False,ANALYSIS PROCESS,iurmer289,Happiness,Static,"happiness_pairplot_iurmer289happiness, ",55:13,,,,pairplot
531,pairplot,relationship strength and/or direction," Gdp per capita, social support and life expectancy all have a positive trend. ",relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_pairplot_iurmer289happiness, ",55:46,,,True,pairplot
532,pairplot,relationship strength and/or direction,"there are like some, I guess negative trends here [looking at negative affect and happiness score]",relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_pairplot_iurmer289happiness, ",55:52,,,,pairplot
533,pairplot,relationship strength and/or direction,another positive one here [positive affect and happiness score],relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_pairplot_iurmer289happiness, ",56:12:00,,,,pairplot
534,heatmap,relationship strength and/or direction,"And this seems to be more like negative. But like, we still have a lot of values to unpack. [negative affect and happnes score]",relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_pairplot_iurmer289happiness, ",56:16,,,,heatmap
535,heatmap,relationship strength and/or direction,"So yeah, seems to be pretty clear that, like the strongest correlation should be in these 3 columns",relationship (continuous X continuous),False,RELATIONSHIP,iurmer289,Happiness,Static,"happiness_pairplot_iurmer289happiness, ",56:25,,,True,heatmap
